Gender,First Name,Last Name,City,State,Country,Age,Annual Vacation Days,Average Monthly Spend on Entertainment,Number of Online Purchases in Last Month,Number of Charity Donations in Last Year,Average Weekly Exercise Hours,Investment Portfolio Value,Health Consciousness Rating,Education Level,Average Daily Screen Time,Environmental Awareness Rating,Social Media Influence Score,Risk Tolerance in Investments,Number of Professional Trainings Attended,Tech-Savviness Score,Financial Wellness Index,Lifestyle Balance Score,Entertainment Engagement Factor,Social Responsibility Index,Work-Life Balance Indicator,Investment Risk Appetite,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
male,Vadim,Aktaş,Oudendijk Nh,Limburg,Netherlands,26,5.8291,42.5394,166.9445,0.0,0.0403,21.9531,0.7553,8.7059,3.2092,0.6289,8.6187,6.481,4.7746,21.6623,103.9761,5.8807,2.297,0.0,0.0143,3.9193,0.0138,3.8896,90.5158,Digital Nomad
female,Imaan,Halman,Grashoek,Limburg,Netherlands,50,7.4343,4.8536,123.0306,1.1142,0.1056,0.5198,0.5318,2.8341,4.8688,1.2896,18.4537,6.4576,4.8018,14.1988,7.92,9.0031,1.7877,0.2064,0.3208,0.9272,0.0,2.5146,92.0629,Sustainable Investor
female,Salwa,Van der Vlugt,Zuidwolde,Gelderland,Netherlands,28,0.0,35.021,73.5058,0.0,0.0407,0.7301,0.7487,8.9967,1.8665,0.4944,4.2207,9.936,3.5523,9.7983,98.2848,0.0,2.061,0.0,0.0076,7.32,0.0,3.0972,26.0041,Urban Professional
female,Müge,Slag,Woerdense Verlaat,Utrecht,Netherlands,47,21.3951,2.7839,166.3538,0.0445,0.0916,5.9334,0.698,5.3769,7.818,0.5409,3.0327,3.7395,4.2779,14.7627,71.4665,25.814,1.7451,0.0278,0.3674,5.6785,0.0,2.9356,90.1679,Budget-Conscious
male,Lubbert,Sebregts,Tholen,Overijssel,Netherlands,42,34.6133,12.6497,125.6686,0.0,0.0,14.8553,0.6455,9.1194,4.6708,0.7275,9.7711,4.6517,4.0803,26.5794,101.5052,38.9963,1.8296,0.0043,0.0797,7.6077,0.0,3.1804,72.8048,Tech-Savvy
female,Francesca,Warmerdam,Overberg,Zeeland,Netherlands,30,6.3068,34.4645,106.1438,0.0,0.6929,16.0825,3.488,7.1909,1.5741,0.5257,11.8763,5.3283,3.4087,11.4868,97.3203,5.7508,2.0527,0.0,0.7621,5.9186,0.0,2.697,22.0339,Fitness Enthusiast
female,Nadin,Posthouwer,Oudega de Fryske Marren,Noord-Holland,Netherlands,39,13.9086,8.141,102.5399,0.0,0.0481,7.7818,0.6282,3.6372,6.0324,0.5052,11.1554,6.0162,5.6784,23.1826,98.0488,16.7633,1.7958,0.0416,1.0829,6.726,0.0057,2.7586,100.9441,Tech-Savvy
male,Rahul,Van Tongeren,Leermens,Zuid-Holland,Netherlands,44,4.2476,13.3371,143.644,0.0601,0.0,79.541,0.5437,7.9348,3.143,0.7497,5.566,8.5316,2.8905,18.4571,123.7684,5.5527,1.7582,0.0,0.6096,0.0,0.0,2.3096,20.426,Digital Nomad
female,Nergiz,Mensinga,Dreumel,Noord-Holland,Netherlands,52,28.9467,60.3925,126.8749,0.0276,0.0888,17.4483,0.6929,2.5537,3.148,1.2879,3.8411,12.1809,3.3708,12.655,187.1618,27.0853,1.9991,0.0,0.105,5.6807,0.0,3.8468,27.4431,Sustainable Investor
female,Simona,Van Kooten,Vredepeel,Zeeland,Netherlands,19,18.1636,9.411,109.4901,0.0,0.0392,16.1088,0.6638,9.7386,4.1815,0.5513,7.7138,3.8795,3.4672,21.7233,100.6122,19.3718,1.4945,0.0015,0.7604,1.298,0.0126,2.0706,34.257,Tech-Savvy
female,Noelle,Pijls,Sint Anthonis,Utrecht,Netherlands,31,12.0605,35.8614,137.7723,0.0478,0.4159,112.0085,0.7921,10.6256,7.8724,0.6703,2.1074,5.5308,3.5139,14.596,106.9615,10.6152,1.6168,0.0376,0.4663,4.849,0.037,2.0333,42.7237,Travel Enthusiast
female,Sinne,Kox,Elim,Friesland,Netherlands,46,13.2725,43.578,172.1824,0.0,3.2666,10.8565,0.6846,2.094,4.7966,2.899,4.6773,13.1936,2.7962,15.0734,98.6592,10.6016,2.1871,0.0,0.5229,7.8589,0.0,3.7761,20.0024,Adventure Seeker
male,Orin,Vlieger,Obbicht,Drenthe,Netherlands,52,30.567,47.1685,104.9337,0.0,0.0,2.8611,1.1671,4.8556,7.0625,0.5951,11.5467,5.0321,3.1149,11.9329,102.2799,27.7889,1.6344,0.0,0.0099,0.02,0.0285,2.5613,29.6623,Travel Enthusiast
female,Sierra,Van Veldhuisen,Hoogezand,Overijssel,Netherlands,46,0.3016,11.1941,156.1638,0.0373,0.2313,11.0586,0.8415,7.9772,1.1915,0.6022,9.9186,3.8864,2.9348,13.7069,80.6615,0.0,1.7139,0.122,0.185,4.0006,0.0,2.6579,11.2439,Health-Conscious
female,Jaleesa,Homma,Niawier,Drenthe,Netherlands,31,0.0,5.1289,128.6784,2.0807,0.033,0.0,0.7404,8.6148,2.6293,3.9261,0.9525,15.3194,4.394,12.8144,193.8128,0.0,1.0129,0.0,0.3725,5.9154,0.0171,0.6998,75.6088,Sustainable Investor
female,Liduina,De Grauw,Klein Genhout,Zeeland,Netherlands,37,0.0,45.8649,109.5126,0.3051,0.038,16.7787,0.7889,7.3904,3.6755,0.5323,5.3983,5.1589,4.1051,11.8677,394.9632,0.0,2.3403,0.0,0.1045,1.0341,0.005,4.0179,54.6243,Budget-Conscious
female,Marchella,Houwing,Munnekemoer,Noord-Brabant,Netherlands,33,24.8794,38.0211,132.4021,0.0195,0.0095,20.6878,0.7074,3.4389,6.5833,0.6379,4.578,8.2644,4.5767,13.6631,185.0668,27.322,2.1849,0.0,0.4076,7.4825,0.0,4.6261,96.1763,Budget-Conscious
female,Fenneke,Spiering,Jorwert,Utrecht,Netherlands,25,1.2308,19.102,154.9979,1.0495,0.2405,8.8745,3.8905,12.1299,5.5245,0.6902,4.871,4.6051,3.6228,14.0981,101.8318,1.5876,2.0706,0.0,0.0,5.029,0.1722,4.7633,42.7001,Budget-Conscious
male,Jersey,Verra,Stramproy,Gelderland,Netherlands,37,25.0146,40.6404,99.8262,0.0,0.0,67.5665,0.7326,6.5663,7.8506,0.574,4.1584,6.8709,3.2792,12.0348,216.761,26.6272,2.0968,0.0004,0.1554,7.0328,0.0071,4.1819,31.3517,Urban Professional
female,Berra,Kleinsman,Den Hout Nb,Flevoland,Netherlands,30,3.9175,16.2944,155.3297,0.0,0.0704,0.0,0.8972,9.092,3.3174,0.4806,2.8439,5.3539,0.3164,13.7227,296.6645,1.0164,1.5784,0.0639,0.1804,1.0448,0.0,1.923,0.1281,Urban Professional
female,Lotje,Westerhuis,Winssen,Friesland,Netherlands,43,31.0656,6.7629,172.5924,1.181,0.026,10.8817,0.639,10.2782,3.1753,0.7279,7.4031,4.6347,2.9114,14.3194,32.9236,32.546,1.7772,0.2159,1.1294,6.2766,0.0032,3.436,18.6935,Health-Conscious
male,Mannes,Padberg,Winterswijk Brinkheurne,Noord-Holland,Netherlands,21,18.8312,8.6157,125.8518,0.314,0.0,12.2868,0.8474,8.2768,7.5259,3.5724,3.3012,13.412,4.7045,13.0519,30.8704,22.1866,1.8074,0.0,0.2053,0.9614,0.0,3.0823,100.0343,Sustainable Investor
female,Roma,Ursem,'t Veld,Limburg,Netherlands,32,2.3656,5.0211,183.1706,0.0182,0.0374,0.0,0.6101,5.6403,0.8854,0.248,2.4356,5.7277,4.3587,14.3118,36.5795,1.2986,1.3625,0.0476,0.0,2.2874,0.0209,1.3663,52.155,Investor
female,Levy,Van de Riet,Warfstermolen,Overijssel,Netherlands,24,2.9614,17.5785,122.0025,0.0,0.0508,13.7312,0.7512,10.6068,7.8775,0.4702,13.5302,7.4523,3.7073,26.9702,97.1556,1.6687,2.0276,0.1313,0.42,7.772,0.0055,2.937,52.9062,Tech-Savvy
female,Dyon,Laheij,Westbeemster,Groningen,Netherlands,46,5.3638,5.9321,101.5748,0.0,0.0589,1.0441,0.7275,0.899,2.1236,0.502,5.2577,11.6948,2.9358,11.2802,81.9051,5.2372,1.8229,0.0,0.8626,7.3557,0.0046,2.5843,16.8561,Budget-Conscious
female,Iefke,Heinsius,Hoornaar,Noord-Holland,Netherlands,28,24.3674,6.2223,90.0456,0.0,0.0,0.0,0.7864,1.8223,7.6102,0.4398,3.3907,4.2524,1.8063,11.243,59.6496,28.3181,1.8471,0.0,0.8263,0.0,0.0092,3.2873,8.9461,Budget-Conscious
male,Vahid,Zwolle,Noordbeesmster,Zeeland,Netherlands,39,2.873,4.7037,110.3659,0.5776,0.1139,4.0521,0.6975,5.7804,3.5708,2.2076,1.9638,7.1568,5.0287,12.0922,3.5741,0.9286,1.3291,0.0983,0.9174,6.3122,0.0,1.3179,97.3962,Investor
female,Gülcan,Zandberg,Kaag en Braassem,Zeeland,Netherlands,54,22.2946,22.5163,62.1101,1.4249,0.0,276.1454,0.7768,9.0721,2.7253,1.7389,4.1948,4.5614,3.124,8.9954,103.5614,24.757,1.8547,0.015,0.7685,0.7116,0.0258,3.2609,22.3054,Eco-Friendly
female,Saliha,Obbink,Geerdijk,Zuid-Holland,Netherlands,33,12.0696,10.5244,122.5165,0.0,3.4613,15.4556,4.2609,5.3815,3.9776,0.7034,5.3549,5.5772,3.5659,12.7342,99.8842,12.1068,1.3467,0.0,0.0819,6.3006,0.0018,2.1369,35.7438,Adventure Seeker
female,Dieudonnée,Bertels,Rheden,Zeeland,Netherlands,19,26.1338,8.0008,154.9993,3.3773,0.0391,311.842,0.7109,2.1562,4.0982,3.308,3.6106,4.3619,3.7305,14.2233,101.3043,32.2671,1.8079,0.0,0.0302,0.7598,0.0067,3.2377,41.1376,Eco-Friendly
female,Violet,Dijk,Heukelum,Gelderland,Netherlands,33,7.9749,7.4766,139.3383,1.9754,0.0079,1.6754,0.4527,7.7141,6.2348,2.5093,4.3774,11.7356,2.7081,13.8564,0.0,7.3078,1.9246,0.1911,0.026,5.7002,1.5801,2.8085,24.0396,Sustainable Investor
male,Machiel,Morren,Sint Agatha,Noord-Brabant,Netherlands,30,31.3779,48.7333,132.1663,0.1283,0.0303,38.882,0.666,9.1152,7.3903,1.5903,6.0809,6.1672,0.7738,13.3548,69.9311,37.0589,2.4029,0.0495,0.1481,5.7154,1.7002,5.7973,0.0,Urban Professional
female,Nagihan,Magielse,Eldersloo,Groningen,Netherlands,50,38.8814,24.27,123.1785,0.0,0.0,38.473,0.5385,8.7915,4.6863,0.4233,5.3534,8.549,0.6337,17.6402,148.974,39.3197,1.3821,0.0,0.0267,1.9618,0.0069,1.9014,2.1427,Digital Nomad
female,Quirine,Bruinewoud,Oud Zuilen,Utrecht,Netherlands,26,4.7495,7.193,215.0463,0.5561,0.0059,0.0,0.7247,3.3583,3.6094,1.4492,4.2748,11.0375,2.663,16.2851,42.292,4.4723,1.8775,0.0,0.0051,0.7144,0.0124,2.5866,16.5967,Sustainable Investor
female,Janien,Ruiterkamp,Dodewaard,Drenthe,Netherlands,39,22.6661,25.7774,116.9674,2.0819,0.0686,102.6137,2.128,5.6539,3.3482,1.113,6.3206,4.8307,3.7915,13.4944,90.2062,24.1931,2.0317,0.0303,0.5322,4.8567,0.0358,4.565,39.6078,Travel Enthusiast
female,Somaya,Wienen,Montfort,Drenthe,Netherlands,28,19.4221,5.6388,144.3641,0.2085,0.0182,4.929,0.6667,3.8778,6.1233,0.6875,3.4606,5.0054,3.3583,13.7842,10.4317,20.8049,1.8939,0.0995,0.0094,4.3913,0.0213,3.3962,35.5944,Health-Conscious
female,Jorijn,Schotsman,Anerveen,Zeeland,Netherlands,38,23.0675,9.1703,118.728,0.0,0.2583,72.9835,0.7035,7.6906,7.348,1.138,1.9587,7.4874,3.1822,12.6442,41.4323,23.0606,1.4623,0.0464,0.0,2.7509,0.0037,2.0367,28.0152,Health-Conscious
female,Carmel,Valks,Woudbloem,Drenthe,Netherlands,30,4.9813,9.3772,130.3045,0.0,0.2536,0.0067,0.6885,3.4562,4.4765,0.4762,1.6211,13.6337,3.2358,13.0197,23.8216,0.5487,1.3077,0.0577,0.0,7.324,0.0,1.2879,28.7209,Investor
female,Iris,Grootenboer,Scherpenzeel,Overijssel,Netherlands,50,10.9889,16.21,108.8112,0.0,0.2704,12.7314,3.1903,7.9497,4.7637,0.7754,5.343,4.7742,2.5419,12.374,100.533,12.4089,1.8892,0.0423,0.0238,5.8184,0.0261,3.6872,13.057,Budget-Conscious
female,Trijntje,Weel,Wijchen,Limburg,Netherlands,39,25.0692,29.1636,116.5326,0.0,3.6793,15.1213,2.7885,8.9934,3.8826,0.4885,9.0648,10.128,1.8244,12.368,98.8263,26.4256,1.8999,0.1121,0.5821,7.4384,0.0,2.8213,9.0132,Fitness Enthusiast
female,Songül,Vrijburg,Ressen,Groningen,Netherlands,50,23.6974,7.0742,169.3369,2.271,0.0,1.9928,0.8039,8.0433,6.5905,2.018,3.3406,11.645,2.8907,15.0899,179.9554,28.6556,1.8232,0.111,0.7272,2.9881,0.0257,3.2482,24.8625,Sustainable Investor
female,Tessa,Ter Horst,Reahus,Overijssel,Netherlands,38,23.4468,25.3686,106.3345,0.0191,0.0506,7.6319,0.6184,6.0641,4.6374,0.6628,3.6852,16.1227,4.8838,12.4865,81.2035,26.1476,1.9665,0.0056,0.0529,6.4965,1.2367,3.5993,82.9371,Budget-Conscious
female,Marijntje,De Kwant,Kwintsheul,Zeeland,Netherlands,21,13.0512,32.9472,132.7574,0.0,0.0474,7.5936,1.0292,6.2283,6.268,0.6442,12.4386,4.2966,4.6007,14.9535,101.784,13.323,2.123,0.1272,0.0225,5.3685,0.022,3.8574,96.4555,Social Media Influencer
female,Juliëtte,Ververs,Ter Apelkanaal,Limburg,Netherlands,30,22.9135,43.986,116.9236,1.5417,0.0,113.0091,0.4945,7.6134,7.4908,2.4362,6.7628,7.0533,2.3885,12.9377,91.2794,27.6656,2.4244,0.4041,0.1734,7.0202,1.6877,5.6278,20.4364,Eco-Friendly
female,Suleika,Op den Kelder,Wassenaar,Limburg,Netherlands,26,20.7015,14.5799,109.2578,0.0,0.8497,10.7554,0.5347,4.8301,6.7963,1.6618,6.2034,1.7177,1.8308,13.5462,103.8559,23.8499,1.5441,0.0409,0.8227,6.1823,0.0057,2.3361,7.7515,Travel Enthusiast
female,Domenica,Krouwel,Gramsbergen,Noord-Brabant,Netherlands,27,22.812,50.7325,99.7961,0.0,0.0429,16.3694,0.7712,2.9379,6.931,0.6457,5.0986,2.4393,3.2662,14.52,94.811,26.8009,2.1197,0.1114,0.9386,6.1777,0.0021,4.3779,37.4104,Social Media Influencer
female,Chandenie,Van 't Veld,Bellingwedde,Limburg,Netherlands,46,19.0301,54.5984,143.4279,0.0,0.9214,49.5996,0.9656,12.4653,3.6343,0.4182,2.9046,8.5469,3.7777,12.9646,154.8121,16.143,1.8657,0.1097,0.5495,6.8999,0.0,2.7342,41.9451,Budget-Conscious
female,Rachel,Boerkamp,Schildwolde,Zuid-Holland,Netherlands,47,0.0,9.4397,143.3737,1.286,0.0,9.673,1.461,3.4493,3.4906,0.6215,5.1674,6.2014,3.8624,15.4972,91.3578,0.0,1.8857,0.6327,0.0,7.0294,0.1369,3.0391,44.052,Social Media Influencer
male,Ashvin,Van der Loop,Hoog Soeren,Noord-Brabant,Netherlands,19,9.8758,5.0639,129.8675,0.0719,0.0421,3.9973,0.6338,2.9829,0.4684,0.5303,2.6469,3.7881,6.2441,12.1391,75.7105,10.1559,1.4178,0.1593,0.4447,2.2006,0.0,1.7341,92.856,Urban Professional
female,Anieke,Van Hofwegen,Wagenborgen,Drenthe,Netherlands,26,17.5677,9.7077,191.7073,0.0,2.8464,13.8833,0.6801,2.3308,5.5955,2.8503,3.0957,11.5535,1.6125,15.9298,96.5838,15.5885,1.7665,0.0,0.0376,7.7658,0.0,2.6533,7.0414,Adventure Seeker
female,Tania,Van Leeuwe,Oosterblokker,Utrecht,Netherlands,44,46.2108,84.6792,136.1658,0.1584,0.0,124.0232,0.6801,8.8688,3.9845,2.0218,5.2071,4.9931,1.6202,21.6292,106.0618,40.1612,2.1641,0.1343,0.0602,3.2128,0.0736,4.7942,7.5023,Tech-Savvy
female,Buse,Zweverink,Bergen Lb,Groningen,Netherlands,45,7.0641,9.3383,156.1951,0.0,6.3149,10.3875,0.9513,2.1783,4.7051,0.9586,2.5646,6.8393,2.7112,14.4188,121.0016,4.8331,1.5428,0.0481,0.0679,0.0,0.0,1.9567,20.501,Adventure Seeker
female,Julisa,Kwant,Voorst gem Voorst,Friesland,Netherlands,33,16.712,9.4206,148.9705,0.0,0.0033,1.9607,0.8711,3.067,5.7793,0.6942,3.5878,6.0003,1.115,13.7755,190.1571,15.8561,1.8511,0.0,0.0133,2.4635,0.3412,3.0561,5.2576,Investor
male,Jaafar,Walraven,Eerde,Noord-Holland,Netherlands,27,29.527,8.2284,130.7598,0.0,0.0705,0.0,0.7965,8.7157,3.3796,0.5563,1.3891,5.7029,5.1716,12.808,300.5241,29.0155,1.1491,0.0,0.1506,0.3331,0.0,1.3316,92.7641,Health-Conscious
male,Gersom,Jagers,Midden-Delfland,Noord-Brabant,Netherlands,37,10.1435,43.6376,139.2836,1.5867,0.0782,15.1155,2.9191,6.3962,4.8733,0.5569,4.3047,4.4117,3.3766,13.6935,100.9427,12.0394,2.1148,0.0,0.0016,2.3426,0.0056,5.248,31.4241,Health-Conscious
female,Clara,Nijs,Numansdorp,Friesland,Netherlands,54,20.3224,40.5268,194.3871,0.0,1.7112,11.5204,0.5989,4.3951,6.0178,2.2871,4.9066,9.4263,2.9549,16.0815,100.3108,19.8379,2.0987,0.0,0.0873,8.1254,0.0026,3.9049,24.7758,Adventure Seeker
female,Dilay,Ritzen,Midden-Drenthe,Overijssel,Netherlands,29,0.5873,12.7176,159.1344,0.6327,0.1156,0.0,0.6097,2.5798,6.0557,3.6217,3.8672,17.737,3.3728,14.9624,27.4441,0.0,1.9333,0.1396,0.0173,7.7291,0.0309,2.6112,39.0928,Urban Professional
female,Mila,Westenbrink,Huijbergen,Friesland,Netherlands,20,6.9031,10.0101,154.607,0.0,0.0,1.4105,0.7142,2.4606,3.5934,0.4902,9.3255,3.9507,3.4954,23.8052,105.1785,7.7933,1.8147,0.0877,1.2116,0.0342,0.0126,2.5294,38.4968,Social Media Influencer
female,Fadoua,Trouw,Nijemirdum,Utrecht,Netherlands,38,13.8577,23.5288,146.8107,0.3099,0.2772,13.5952,3.5621,10.8346,2.8736,0.6342,4.8034,4.5157,0.2118,13.4286,101.8321,15.46,1.9473,0.0,0.0095,0.9934,0.0276,4.6115,0.0,Fitness Enthusiast
female,Tamar,Den Boef,Scherpenzeel Gld,Limburg,Netherlands,31,21.0718,44.8978,165.472,0.0,0.1285,120.0468,0.8567,6.6829,3.6994,0.6165,5.054,6.3737,3.7079,13.893,85.9333,19.0997,2.2276,0.1243,0.6082,1.9664,0.0,4.5383,32.5118,Health-Conscious
female,Mayte,Van Laere,Hoogeveen,Zeeland,Netherlands,21,10.6791,20.041,106.409,0.0023,0.3871,10.7361,0.1489,4.6819,3.2468,0.7951,13.7116,4.4372,0.9044,11.7449,82.0616,10.3547,2.0452,0.0,0.0,6.3044,0.0,3.1819,2.9101,Adventure Seeker
male,Jor,Van Ede,Farmsum,Gelderland,Netherlands,23,10.7811,35.218,151.1717,1.5909,0.0466,300.2781,0.657,2.6874,5.2421,2.8434,4.3427,7.1538,3.5753,14.5786,100.4253,14.5804,2.0669,0.0,0.1238,7.6237,0.0,3.4473,41.1168,Eco-Friendly
female,Nikkie,Walburg,Meterik,Noord-Holland,Netherlands,20,17.0585,69.0174,172.2774,0.0291,2.3141,14.194,2.6773,8.3081,6.1269,0.4334,8.9064,7.1833,0.0,14.7137,131.7457,15.3108,1.3521,0.0272,0.0698,6.6199,0.0,1.5024,0.0,Travel Enthusiast
female,Hilâl,Van Vreeswijk,Schiphol,Noord-Holland,Netherlands,38,42.1492,39.6043,120.0898,0.7509,0.0,12.6617,0.6321,3.3263,4.4126,0.5962,14.5731,9.4409,1.632,12.8688,24.1481,45.2101,2.3305,0.0,0.01,6.8805,0.0193,5.7388,5.9929,Sustainable Investor
male,Antonie,Breet,Westerlee Gn,Overijssel,Netherlands,59,5.7167,28.0361,148.6683,0.0,0.7403,8.669,0.7667,6.3865,6.9497,1.9175,3.9026,8.0565,1.5632,14.4726,91.4661,2.5213,2.0038,0.0384,0.3234,7.8743,0.0005,2.9226,8.4191,Adventure Seeker
female,Sabriye,Soetekouw,Zuideinde,Flevoland,Netherlands,25,0.68,2.6073,117.9431,1.3218,0.0044,0.0,1.6838,2.5065,7.6122,0.546,5.7607,3.1901,3.4039,13.1295,94.7015,1.0272,1.5201,0.1714,0.4919,2.1366,0.017,2.5957,40.0845,Budget-Conscious
male,Sükrü,Ter Voert,Munnekeburen,Overijssel,Netherlands,19,1.8978,14.0326,189.9084,2.2767,0.0,0.0,1.7129,3.2501,6.8729,0.2199,6.9162,9.9907,0.0,16.8363,85.1002,1.727,1.908,0.0,0.4826,7.9045,0.0888,3.5211,0.0,Sustainable Investor
female,Lis,Van der Welle,Veenoord,Limburg,Netherlands,56,35.4939,78.9628,157.9842,0.0139,0.0,9.4736,1.2919,5.0111,1.4328,0.7206,12.3892,5.3311,4.3687,13.7408,106.1972,31.4856,1.8805,0.0,0.0,6.1241,0.0206,3.2113,62.8602,Travel Enthusiast
male,Lubbertus,De Smidt,Midwoud,Zeeland,Netherlands,35,24.952,19.6706,150.2128,0.0,0.7864,13.7828,0.0045,4.2828,4.9376,0.6122,14.6054,4.4785,4.8589,14.1414,96.321,28.2784,2.0275,0.0,0.027,4.4871,0.0,2.9481,99.1328,Fitness Enthusiast
female,Samyra,Booi,Glimmen,Zuid-Holland,Netherlands,59,23.6711,9.8133,147.1182,0.0,0.0049,10.4217,0.7414,4.205,1.5885,4.7133,2.8575,5.7856,2.4366,28.527,98.4881,21.5623,1.5487,0.0,0.0,7.5719,0.0044,2.2502,12.9826,Digital Nomad
male,Navid,Abbing,Heibloem,Overijssel,Netherlands,49,19.888,12.7793,116.2006,0.0,0.0,13.6606,0.7192,2.856,0.9056,2.2627,4.0851,4.5879,0.8226,19.8488,100.326,16.0188,1.9724,0.0,0.0018,5.3989,0.0,3.511,1.3741,Digital Nomad
female,Hasse,Hup,Haarle gem Hellendoorn,Zuid-Holland,Netherlands,33,20.3183,32.2595,137.7544,0.0011,0.0,9.1183,0.5771,4.6518,5.1291,0.5464,14.2543,4.1627,2.3838,26.1245,100.5684,23.0024,2.0609,0.0,0.0,6.4187,0.0257,4.1203,13.4509,Tech-Savvy
female,Skylar,Van der Ham,Eldersloo,Zeeland,Netherlands,28,39.4282,45.8098,135.5769,0.0,0.65,97.223,0.8632,8.6812,6.413,0.6718,4.8435,5.8959,2.7593,13.0545,148.6928,42.5067,2.2911,0.0,0.016,6.3033,0.6024,5.0828,18.3448,Adventure Seeker
male,Ype,Vedder,Ede,Overijssel,Netherlands,33,7.3684,39.912,150.2764,1.9766,0.0786,76.6303,0.776,4.6088,5.4988,1.1741,6.47,3.8276,1.6638,14.7741,101.3165,8.2235,2.3987,0.0,0.0,1.2321,0.0007,5.0721,8.3181,Eco-Friendly
female,Hagar,Te Pas,Zutphen,Drenthe,Netherlands,30,14.4226,49.5966,122.7413,0.0412,0.0127,12.9478,0.7925,5.4307,0.0,3.8323,2.4474,7.1952,3.8298,16.8678,108.4007,6.8941,1.7534,0.0,0.3828,6.1219,0.0,2.3265,31.8101,Digital Nomad
female,Marcha,Mocking,Hardenberg,Flevoland,Netherlands,38,24.9194,10.0957,128.4927,0.0,0.0309,10.0042,0.6877,0.9083,3.0608,0.5121,12.5626,7.5814,2.5075,22.1547,99.1602,25.9069,1.9043,0.0,0.2606,7.001,0.0,3.5166,10.7925,Tech-Savvy
female,Melody,Klerk,Geesteren,Noord-Brabant,Netherlands,43,12.0435,6.8086,97.1249,0.0681,1.8119,10.5489,0.4419,4.4132,2.2332,0.8033,4.1152,5.8381,4.5367,10.6668,95.271,10.3104,1.8115,0.7062,0.0227,4.438,0.6016,2.6174,58.7088,Fitness Enthusiast
male,Zouhair,Bouwhuis,Eelde,Limburg,Netherlands,57,30.1461,29.9717,104.0732,0.0,0.0,18.1752,0.7113,9.8883,2.2833,0.6344,13.0486,0.1548,4.1941,13.1076,100.2583,31.7077,1.6978,0.0,0.2,7.31,0.0161,2.8124,61.7249,Social Media Influencer
female,Husna,Van Oene,Bentveld,Noord-Holland,Netherlands,30,3.5704,8.8305,113.2003,1.1067,0.0426,16.184,4.4791,8.9875,2.8428,0.5492,0.2548,11.7745,1.9301,11.8217,96.2234,3.3012,0.9802,0.1198,0.3911,7.5599,0.0072,1.702,6.6892,Health-Conscious
female,Silva,Van Huijgevoort,Babberich,Zeeland,Netherlands,40,18.9393,19.3493,119.4036,0.0415,0.1063,10.3381,0.6104,8.7916,1.2199,2.0859,4.9881,17.9265,1.37,13.0344,98.1655,16.9071,1.8113,0.0,0.0,7.8343,0.0,2.9692,1.3452,Travel Enthusiast
female,Saakje,Steens,Hoeven,Friesland,Netherlands,35,21.7498,44.8251,98.9989,0.0,0.757,24.4701,0.8723,7.4135,7.1497,0.5672,3.5074,5.3083,3.4003,11.6792,111.5401,22.6147,2.0731,0.0469,0.6099,1.5045,0.0,4.0289,37.0774,Adventure Seeker
female,Ranya,Lievers,Den Hoorn Texel,Noord-Holland,Netherlands,63,12.4574,17.9811,139.9446,0.0,5.3614,31.4718,1.6882,10.3888,4.1022,0.1722,2.2876,6.4674,4.1273,13.9915,121.8704,12.1505,1.2392,0.0,0.0,4.935,0.2067,1.5292,61.5106,Social Media Influencer
female,Zainab,Zielman,Nieuwendijk Nb,Noord-Brabant,Netherlands,29,10.9493,6.235,154.8502,0.0,2.239,11.0645,1.816,11.256,2.6289,0.7029,14.8408,3.9108,4.1335,13.6455,96.0714,11.3702,1.6271,0.1132,0.6979,2.1593,0.0,2.5628,53.1964,Adventure Seeker
male,Art,Franse,Bellingwolde,Noord-Holland,Netherlands,44,19.4368,5.6608,111.9989,0.4392,0.0928,8.3829,3.3077,5.4999,5.0651,0.7148,2.6482,4.4278,3.6197,12.4162,292.0559,22.0163,1.7659,0.0,0.0113,3.9123,0.0251,3.4539,37.1246,Urban Professional
female,Nazlı,Den Braber,Kekerdom,Flevoland,Netherlands,27,26.619,6.2666,79.8987,0.881,0.0,4.6957,1.0737,7.762,4.4062,0.5967,2.8011,6.7425,5.1102,10.4717,115.5227,29.4015,1.687,0.0028,0.0019,4.5069,0.04,3.1569,97.9037,Health-Conscious
female,Alessa,Stavenuiter,De Wijk,Gelderland,Netherlands,27,30.1728,13.7115,153.5292,0.0,0.0153,17.0012,0.8354,4.4752,0.8518,3.2054,3.437,3.5524,3.6288,17.4667,100.6011,28.0499,1.8391,0.0626,0.1859,5.5207,0.0,3.2193,29.6476,Social Media Influencer
male,Tygo,Marcelissen,"Nuenen, Gerwen en Nederwetten",Zeeland,Netherlands,44,5.6454,38.6134,202.8735,0.0,0.7578,0.0,0.3406,5.6638,5.6706,0.5535,12.7121,5.5866,2.6942,16.2391,43.574,6.8595,2.1511,0.0,0.608,3.6613,0.0093,2.8041,21.765,Investor
female,Fernanda,Walta,De Westereen,Zuid-Holland,Netherlands,40,24.5733,57.2865,145.1849,0.0026,0.0,7.9932,0.6216,0.9705,3.3716,0.6291,9.8616,4.0469,4.8725,14.0796,100.091,23.1146,1.995,0.0,0.4283,7.1161,0.0,3.7281,94.1489,Travel Enthusiast
